Epoch 1, Loss: 0.03661271557211876
Epoch 2, Loss: 0.0015836248639971018
Epoch 3, Loss: 0.085066057741642
Epoch 4, Loss: 0.0008340124040842056
Epoch 5, Loss: 0.10054053366184235
Epoch 6, Loss: 0.00031189603032544255
Epoch 7, Loss: 0.11035463213920593
Epoch 8, Loss: 0.0001535026531200856
Epoch 9, Loss: 0.0009513220866210759
Epoch 10, Loss: 0.0012756631476804614
Training complete
